UniqueCount	AmbigCount
0	6
0	6
0	7
0	7
0	7
0	7
0	6
0	7
0	7
0	6
0	7
0	7
0	6
0	6
0	7
0	6
0	7
0	7
0	6
0	7
0	6
0	7
0	6
0	6
0	6
0	8
0	6
0	0
0	0
0	138
0	563
0	373
0	563
0	471
0	544
0	577
0	551
0	406
0	478
0	374
0	314
0	545
0	574
0	300
0	577
0	570
0	480
0	61
0	410
0	282
0	451
0	401
0	172
0	420
0	543
0	464
0	134
0	344
0	308
0	453
0	183
0	399
0	566
0	527
0	529
0	405
0	456
0	100
0	541
0	527
0	430
0	464
0	285
0	562
0	496
0	603
0	126
0	456
0	256
0	79
0	437
0	508
0	313
0	183
0	194
0	313
0	500
0	379
0	474
0	285
0	535
0	516
0	86
0	305
0	480
0	286
0	70
0	233
0	220
0	245
0	554
0	501
0	556
0	421
0	556
0	467
0	226
0	550
0	534
0	309
0	60
0	123
0	415
0	583
0	306
0	480
0	549
0	536
0	408
0	564
0	423
0	280
0	495
0	427
0	148
0	454
0	85
0	87
0	212
0	430
0	505
0	397
0	187
0	79
0	140
0	431
0	467
0	135
0	207
0	182
0	72
0	106
0	447
0	376
0	370
0	541
0	167
0	521
0	109
0	307
0	547
0	214
0	129
0	233
0	581
0	208
0	413
0	498
0	285
0	562
0	336
0	430
0	563
0	371
0	492
0	549
0	564
0	250
0	232
0	294
0	341
0	129
0	291
0	33
0	56
0	308
0	207
0	133
0	192
0	410
0	46
0	215
0	372
0	44
0	129
0	300
0	37
0	200
0	198
0	40
0	146
0	136
0	127
0	385
0	44
0	350
0	399
0	355
0	329
0	37
0	160
0	106
0	241
0	207
0	378
0	392
0	124
0	390
0	380
0	137
0	120
0	21
0	116
0	213
0	341
0	187
0	136
0	249
0	43
0	113
0	128
0	357
0	51
0	244
0	236
0	248
0	89
0	396
0	146
0	211
0	49
0	225
0	142
0	219
0	42
0	213
0	110
0	354
0	80
0	168
0	111
0	23
0	390
0	112
0	355
0	307
0	258
0	227
0	113
0	355
0	132
0	369
0	233
0	38
0	63
0	239
0	151
0	114
0	281
0	35
0	355
0	369
0	127
0	44
0	369
0	75
0	43
0	18
0	34
0	364
0	278
0	235
0	60
0	368
0	49
0	204
0	358
0	142
0	184
0	176
0	235
0	145
0	293
0	242
0	140
0	31
0	154
0	300
0	162
0	71
0	229
0	122
0	338
0	281
0	35
0	213
0	265
0	111
0	7
0	17
0	33
0	91
0	21
0	73
0	36
0	16
0	16
0	27
0	15
0	16
0	73
0	16
0	15
0	73
0	516
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
5	53
0	39
0	50
0	67
0	0
1	69
0	42
0	69
0	67
0	42
0	0
0	42
0	28
0	69
0	69
0	69
0	15
0	28
0	0
33	3
0	3
0	37
0	35
0	46
0	70
0	42
0	69
0	67
0	42
0	69
0	48
0	102
0	103
0	72
0	70
0	71
0	67
0	40
0	41
0	42
0	27
0	23
0	27
0	24
0	2
2	20
0	12
0	36
0	18
0	22
0	16
0	36
0	21
0	17
0	17
0	10
0	28
0	0
0	0
0	0
0	0
0	13
0	22
0	1
0	7
0	77
0	0
0	0
0	7
0	6
0	8
0	0
0	7
0	7
0	8
0	6
0	8
0	7
0	6
0	6
0	6
0	6
0	6
0	11
0	6
0	8
0	7
0	11
0	7
0	8
0	8
0	8
0	7
0	7
0	7
0	7
0	6
0	6
0	7
0	7
0	7
0	7
0	8
0	6
0	8
0	6
0	6
0	8
0	8
0	11
0	18
0	588
0	462
0	188
0	409
0	546
0	388
0	368
0	401
0	317
0	588
0	297
0	375
0	551
0	517
0	362
0	504
0	602
0	602
0	518
0	589
0	283
0	487
0	498
0	551
0	555
0	192
0	581
0	573
0	400
0	623
0	508
0	194
0	388
0	560
0	500
0	574
0	576
0	574
0	269
0	174
0	574
0	561
0	264
0	374
0	413
0	574
0	135
0	342
0	545
0	367
0	409
0	474
0	530
0	548
0	548
0	328
0	488
0	429
0	505
0	438
0	594
0	563
0	458
