UniqueCount	AmbigCount
0	17
0	17
0	16
0	18
0	18
0	18
0	17
0	15
0	15
0	16
0	15
0	15
0	16
0	17
0	15
0	17
0	15
0	17
0	16
0	17
0	17
0	13
0	17
0	15
0	17
0	12
0	12
0	0
0	2
0	178
0	755
0	520
0	757
0	606
0	702
0	766
0	746
0	612
0	612
0	507
0	460
0	703
0	781
0	424
0	794
0	719
0	650
0	87
0	599
0	393
0	566
0	521
0	260
0	600
0	716
0	646
0	211
0	426
0	467
0	606
0	328
0	552
0	738
0	783
0	665
0	584
0	569
0	164
0	701
0	755
0	639
0	623
0	387
0	729
0	623
0	783
0	238
0	613
0	375
0	116
0	566
0	680
0	457
0	277
0	281
0	429
0	674
0	495
0	613
0	368
0	692
0	672
0	126
0	391
0	642
0	402
0	107
0	338
0	337
0	359
0	746
0	729
0	759
0	594
0	749
0	602
0	332
0	741
0	787
0	416
0	85
0	232
0	638
0	770
0	429
0	630
0	740
0	705
0	595
0	780
0	548
0	421
0	691
0	637
0	198
0	610
0	126
0	146
0	306
0	573
0	739
0	513
0	280
0	148
0	218
0	600
0	604
0	172
0	299
0	259
0	107
0	179
0	566
0	518
0	518
0	701
0	238
0	721
0	194
0	417
0	731
0	335
0	219
0	370
0	793
0	323
0	599
0	727
0	407
0	714
0	515
0	641
0	774
0	519
0	689
0	707
0	772
0	348
0	334
0	426
0	469
0	172
0	339
0	40
0	121
0	383
0	290
0	193
0	252
0	563
0	76
0	282
0	468
0	80
0	191
0	413
0	60
0	285
0	284
0	61
0	232
0	233
0	193
0	492
0	68
0	483
0	523
0	430
0	491
0	67
0	252
0	170
0	330
0	324
0	506
0	481
0	195
0	489
0	497
0	188
0	207
0	28
0	168
0	281
0	481
0	249
0	192
0	360
0	84
0	168
0	149
0	430
0	104
0	367
0	361
0	346
0	175
0	485
0	260
0	242
0	92
0	279
0	186
0	340
0	106
0	280
0	151
0	429
0	180
0	234
0	167
0	34
0	522
0	152
0	548
0	415
0	404
0	317
0	152
0	429
0	223
0	466
0	377
0	65
0	142
0	329
0	230
0	169
0	333
0	79
0	430
0	466
0	186
0	79
0	466
0	138
0	62
0	30
0	74
0	469
0	369
0	362
0	148
0	466
0	91
0	256
0	431
0	228
0	247
0	269
0	323
0	228
0	369
0	331
0	189
0	71
0	226
0	373
0	266
0	136
0	319
0	194
0	481
0	332
0	65
0	285
0	305
0	166
0	42
0	46
0	75
0	134
0	52
0	87
0	59
0	16
0	15
0	47
0	42
0	15
0	83
0	15
0	45
0	84
0	650
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	38
0	36
1	41
0	55
0	1
0	54
0	39
0	55
0	51
0	39
0	0
0	42
0	33
0	56
0	54
0	55
0	17
0	34
0	4
20	4
0	5
0	34
0	37
0	42
0	61
0	39
0	54
0	56
0	39
0	54
0	42
0	82
0	79
0	53
0	51
0	53
0	49
0	36
0	38
1	34
0	34
0	29
0	34
0	31
0	5
0	13
0	11
0	13
0	13
0	13
0	10
0	13
0	11
0	11
0	11
0	9
0	29
0	0
0	0
0	0
0	0
0	17
0	32
0	4
0	4
0	70
0	0
0	0
0	19
0	19
0	21
0	8
0	21
0	19
0	21
0	19
0	21
0	21
0	19
0	19
0	19
0	19
0	19
0	26
0	19
0	21
0	19
0	26
0	20
0	22
0	21
0	21
0	19
0	19
0	21
0	19
0	19
0	18
0	19
0	21
0	21
0	19
0	21
0	19
0	21
0	19
0	19
0	21
0	21
0	26
0	43
0	843
0	710
0	346
0	632
0	893
0	640
0	585
0	630
0	469
0	861
0	482
0	597
0	798
0	763
0	562
0	728
0	896
0	924
0	771
0	889
0	499
0	818
0	750
0	799
0	801
0	348
0	864
0	865
0	598
0	877
0	802
0	362
0	561
0	836
0	727
0	874
0	818
0	796
0	485
0	303
0	866
0	839
0	423
0	573
0	665
0	824
0	301
0	547
0	865
0	613
0	633
0	775
0	806
0	797
0	797
0	497
0	776
0	646
0	778
0	647
0	859
0	833
0	730
0	830
0	559
0	854
0	530
0	543
0	577
0	613
0	631
0	619
0	570
0	765
0	561
0	887
0	705
0	799
0	506
0	591
0	559
0	487
0	796
0	714
0	602
0	833
0	611
0	827
0	742
0	697
0	371
0	861
0	789
0	812
0	732
0	862
0	752
0	843
0	504
0	223
0	638
0	834
0	709
0	517
0	897
0	718
0	823
0	258
0	495
0	487
0	695
0	156
0	886
0	801
0	271
0	720
0	758
0	375
0	666
0	856
0	637
0	797
0	605
0	863
0	483
0	828
0	631
0	858
0	648
0	548
0	550
0	700
0	619
0	472
0	602
0	289
0	821
0	657
0	335
0	665
0	673
0	561
0	694
0	703
0	330
0	668
0	603
0	317
0	643
0	386
0	767
0	567
0	795
0	321
0	722
0	568
0	388
0	887
0	506
0	431
0	888
0	608
0	350
0	654
0	822
0	853
0	526
0	245
0	728
0	751
0	891
0	339
0	673
0	640
0	663
0	856
0	777
0	577
0	857
0	834
0	618
0	630
0	224
0	842
0	832
0	790
0	803
0	230
0	807
0	682
0	414
0	798
0	642
0	725
0	644
0	796
0	588
0	837
0	320
0	277
0	591
0	315
0	713
0	735
0	710
0	620
0	436
0	73
0	116
0	373
0	621
0	732
0	715
0	386
0	338
0	857
0	473
0	674
0	533
0	681
0	666
0	716
0	721
0	668
0	530
0	452
0	799
0	871
0	285
0	645
0	836
0	847
0	794
0	824
0	487
0	714
0	850
0	258
0	516
0	613
0	584
6	612
0	626
0	455
0	612
0	659
0	317
0	879
0	818
0	329
0	541
0	760
0	764
0	564
0	874
0	784
0	832
0	801
0	566
0	219
0	808
0	796
0	428
0	809
0	606
0	767
0	778
0	706
0	893
